op,motor,bank,type,log_enum_name,tmcl_status,in_driver_Parameters_lists,driver_symbols
GGP,,3,22,,REPLY_WRONG_TYPE,yes,GLOBAL_PARAM_BANK3_LIST:INPUT_9_TRIGGER_TRANSITION
GGP,,3,23,,REPLY_WRONG_TYPE,yes,GLOBAL_PARAM_BANK3_LIST:INPUT_10_TRIGGER_TRANSITION
GGP,,3,24,,REPLY_WRONG_TYPE,yes,GLOBAL_PARAM_BANK3_LIST:INPUT_11_TRIGGER_TRANSITION
GGP,,3,25,,REPLY_WRONG_TYPE,yes,GLOBAL_PARAM_BANK3_LIST:INPUT_12_TRIGGER_TRANSITION
GGP,,3,26,,REPLY_WRONG_TYPE,yes,GLOBAL_PARAM_BANK3_LIST:INPUT_13_TRIGGER_TRANSITION
GGP,,3,27,,REPLY_WRONG_TYPE,yes,GLOBAL_PARAM_BANK3_LIST:INPUT_14_TRIGGER_TRANSITION
GGP,,3,28,,REPLY_WRONG_TYPE,yes,GLOBAL_PARAM_BANK3_LIST:INPUT_15_TRIGGER_TRANSITION
GGP,,3,29,,REPLY_WRONG_TYPE,yes,GLOBAL_PARAM_BANK3_LIST:INPUT_16_TRIGGER_TRANSITION
GGP,,3,30,,REPLY_WRONG_TYPE,yes,GLOBAL_PARAM_BANK3_LIST:INPUT_17_TRIGGER_TRANSITION
GGP,,3,31,,REPLY_WRONG_TYPE,yes,GLOBAL_PARAM_BANK3_LIST:INPUT_18_TRIGGER_TRANSITION
GGP,,3,32,,REPLY_WRONG_TYPE,no,
GGP,,3,33,,REPLY_WRONG_TYPE,no,
GGP,,3,34,,REPLY_WRONG_TYPE,no,
GGP,,3,35,,REPLY_WRONG_TYPE,no,
